Issue key,Description,sec,config,perf,,,,,
HBASE-7504,"1.FullGC happen on ROOT regionserver.
2.ZK session timeout, master expire the regionserver and submit to ServerShutdownHandler
3.Regionserver complete the FullGC
4.In the process of ServerShutdownHandler, verifyRootRegionLocation returns true
5.ServerShutdownHandler skip assigning ROOT region
6.Regionserver abort itself because it reveive YouAreDeadException after a regionserver report
7.ROOT is offline now, and won't be assigned any more unless we restart master



Master Log:
{code}
2012-10-31 19:51:39,043 DEBUG org.apache.hadoop.hbase.master.ServerManager: Added=dw88.kgb.sqa.cm4,60020,1351671478752 to dead servers, submitted shutdown handler to be executed, root=true, meta=false
2012-10-31 19:51:39,045 INFO org.apache.hadoop.hbase.master.handler.ServerShutdownHandler: Splitting logs for dw88.kgb.sqa.cm4,60020,1351671478752
2012-10-31 19:51:50,113 INFO org.apache.hadoop.hbase.master.handler.ServerShutdownHandler: Server dw88.kgb.sqa.cm4,60020,1351671478752 was carrying ROOT. Trying to assign.
2012-10-31 19:52:15,939 DEBUG org.apache.hadoop.hbase.master.ServerManager: Server REPORT rejected; currently processing dw88.kgb.sqa.cm4,60020,1351671478752 as dead server
2012-10-31 19:52:15,945 INFO org.apache.hadoop.hbase.master.handler.ServerShutdownHandler: Skipping log splitting for dw88.kgb.sqa.cm4,60020,1351671478752
{code}

No log of assigning ROOT

Regionserver log:
{code}
2012-10-31 19:52:15,923 WARN org.apache.hadoop.hbase.util.Sleeper: We slept 229128ms instead of 100000ms, this is likely due to a long garbage collecting pause and it's usually bad, see http://hbase.apache.org/book.html#trouble.rs.runtime.zkexpired
{code}


", ,,,,,,,
HBASE-7505,"We will retry 100 times (about 3200 minitues) for HRegionServer#postOpenDeployTasks now, see HConnectionManager#setServerSideHConnectionRetries.

However, 
when we stopping the cluster, we will wait for split threads in  HRegionServer#join,
if META/ROOT server has already been stopped, the split thread won't exit because it is in the retrying for HRegionServer#postOpenDeployTasks
", ,,1,,,,,
HBASE-7506,"We will check whether server carrying ROOT/META when expiring the server.
See ServerManager#expireServer.

If the dead server carrying META, we assign meta directly in the process of ServerShutdownHandler.
If the dead server carrying ROOT, we will offline ROOT and then verifyAndAssignRootWithRetries()

How judgement of carrtying ROOT/META become wrong?
If region is in RIT, and isCarryingRegion() return true after addressing from zk.
However, once RIT time out(could be caused by this.allRegionServersOffline && !noRSAvailable, see AssignmentManager#TimeoutMonitor)   and we assign it to otherwhere, this judgement become wrong.
See AssignmentManager#isCarryingRegion for details

With the wrong judgement of carrtying ROOT/META, we would assign ROOT/META twice.", ,,,,,,,
HBASE-7507,"We will abort regionserver if memstore flush throws exception.

I thinks we could do retry to make regionserver more stable because file system may be not ok in a transient time. e.g. Switching namenode in the NamenodeHA environment



{code}
HRegion#internalFlushcache(){

...
try {
...
}catch(Throwable t){
DroppedSnapshotException dse = new DroppedSnapshotException(""region: "" +
          Bytes.toStringBinary(getRegionName()));
dse.initCause(t);
throw dse;
}
...

}

MemStoreFlusher#flushRegion(){
...
region.flushcache();
...
 try {
}catch(DroppedSnapshotException ex){
server.abort(""Replay of HLog required. Forcing server shutdown"", ex);
}

...
}
{code}", ,,,,,,,
HBASE-7515,"Related to HBASE-7513. If a RS is able to open a few store files in {{Store.loadStoreFiles}} but one of them fails like in 7513, the opened files won't be closed and file descriptors will remain in a CLOSED_WAIT state.

The situation we encountered is that over the weekend one region was bounced between >100 region servers and eventually they all started dying on ""Too many open files"".", ,,,,,,,
HBASE-7521,"Discussion in HBASE-6060 implies that the fix there does not work on 0.94. Still, we may want to fix the issue in 0.94 (via some different fix) because the regions stuck in opening for ridiculous amounts of time is not a good thing to have.", ,,,,,,,
HBASE-7523,"After HBASE-5683 we have no longer the .regioninfo written on disk during the table creation.
so, if we fail before adding entries to .META. we end up with regions on disk that has no information, and hbck is not able to recover this situation.

The .regioninfo is written in checkRegioninfoOnFilesystem() that was called by initialize(), during the table creation and region opening. With HBASE-5683 we skip the call to initialize(), in during the region creation, to avoid to initialize the memstore & co.", ,,,,,,,
HBASE-7537,"After HBASE-5683 we have no longer the .regioninfo written on disk during the table creation.
so, if we fail before adding entries to .META. we end up with regions on disk that has no information, and hbck is not able to recover this situation.

The .regioninfo is written in checkRegioninfoOnFilesystem() that was called by initialize(), during the table creation and region opening. With HBASE-5683 we skip the call to initialize(), in during the region creation, to avoid to initialize the memstore & co.", ,,,,,,,
HBASE-7544,"Introduce transparent encryption of HBase on disk data.
Depends on a separate contribution of an encryption codec framework to Hadoop core and an AES-NI (native code) codec. This is work done in the context of MAPREDUCE-4491 but I'd gather there will be additional JIRAs for common and HDFS parts of it.
Requirements:
Transparent encryption at the CF or table level
Protect against all data leakage from files at rest
Two-tier key architecture for consistency with best practices for this feature in the RDBMS world
Built-in key management
Flexible and non-intrusive key rotation
Mechanisms not exposed to or modifiable by users
Hardware security module integration (via Java KeyStore)
HBCK support for transparently encrypted files (+ plugin architecture for HBCK)
Additional goals:
Shell support for administrative functions
Avoid performance impact for the null crypto codec case
Play nicely with other changes underway: in HFile, block coding, etc.
We're aiming for rough parity with Oracle's transparent tablespace encryption feature, described in http://www.oracle.com/technetwork/database/owp-security-advanced-security-11gr-133411.pdf as
��Transparent Data Encryption uses a 2-tier key architecture for flexible and non-intrusive key rotation and least operational and performance impact: Each application table with at least one encrypted column has its own table key, which is applied to all encrypted columns in that table. Equally, each encrypted tablespace has its own tablespace key. Table keys are stored in the data dictionary of the database, while tablespace keys are stored in the header of the tablespace and additionally, the header of each underlying OS file that makes up the tablespace. Each of these keys is encrypted with the TDE master encryption key, which is stored outside of the database in an external security module: either the Oracle Wallet (a PKCS#12 formatted file that is encrypted using a passphrase supplied either by the designated security administrator or DBA during setup), or a Hardware Security Module (HSM) device for higher assurance [��]��
Further design details forthcoming in a design document and patch as soon as we have all of the clearances in place.",1,,,,,,,
HBASE-7546,"As discussed in the parent issue HBASE-7305, we should be coordinating between splits and table operations to ensure that they don't happen at the same time. In this issue we will acquire shared read locks for region splits. ", ,,,,,,,
HBASE-7551,"This came from HBASE-7468.
I got the issue. I am able to reproduce this
See the logs
{code}
2013-01-14 14:37:21,760 INFO  [main] regionserver.SplitTransaction(216): Starting split of region testShouldClearRITWhenNodeFoundInSplittingState,,1358154439514.a9e57d09c58b3ef3b949d602232fb2c2.

2013-01-14 14:37:21,760 DEBUG [main] regionserver.SplitTransaction(871): regionserver:61665-0x13c384e4e4f0002 Creating ephemeral node for a9e57d09c58b3ef3b949d602232fb2c2 in SPLITTING state

2013-01-14 14:37:21,844 DEBUG [main] zookeeper.ZKAssign(757): regionserver:61665-0x13c384e4e4f0002 Attempting to transition node a9e57d09c58b3ef3b949d602232fb2c2 from RS_ZK_REGION_SPLITTING to RS_ZK_REGION_SPLITTING

2013-01-14 14:37:21,849 DEBUG [Thread-873-EventThread] zookeeper.ZooKeeperWatcher(277): master:62334-0x13c384e4e4f001b Received ZooKeeper Event, type=NodeChildrenChanged, state=SyncConnected, path=/hbase/unassigned

2013-01-14 14:37:21,853 DEBUG [main] zookeeper.ZKUtil(1565): regionserver:61665-0x13c384e4e4f0002 Retrieved 140 byte(s) of data from znode /hbase/unassigned/a9e57d09c58b3ef3b949d602232fb2c2; data=region=testShouldClearRITWhenNodeFoundInSplittingState,,1358154439514.a9e57d09c58b3ef3b949d602232fb2c2., origin=Ram.Home,61665,1358154325430, state=RS_ZK_REGION_SPLITTING

2013-01-14 14:37:21,918 DEBUG [main] zookeeper.ZKAssign(820): regionserver:61665-0x13c384e4e4f0002 Successfully transitioned node a9e57d09c58b3ef3b949d602232fb2c2 from RS_ZK_REGION_SPLITTING to RS_ZK_REGION_SPLITTING

2013-01-14 14:37:21,919 DEBUG [Thread-873-EventThread] zookeeper.ZKUtil(417): master:62334-0x13c384e4e4f001b Set watcher on existing znode /hbase/unassigned/a9e57d09c58b3ef3b949d602232fb2c2
{code}
Here we can observe that the SPLITTING node was first created. Then we transit it to SPLITTING to SPLITTING so that AM can have the nodeDataChange event. But for the nodeDataChange event to happen first nodeChildrenChange event should happen so that the master can set a watcher on the node.
Now when this hang happens, we can see that after the transition happens only then the watcher is set by nodeChildrenChange event and so the SPLITTING to SPLITTING event itself is missed or skipped.

Ideally the nodeChildrenChange event iterates thro the list of new znodes on the /hbase/assignment nodes. And then creates a watcher on that. One reason could be there are more than one znode and so the watch setting operation takes time. The order of execution is different when we try running from eclipse and when we run mvn tests. 
My conclusion is that the testcase actually reveals the problem but the same can happen in any case where the SPLITTING event can get missed out. May be some of the SPLIT related bugs that were raised is due to this? Need to analyse.
Any suggestions welcome. We should ensure that the transition from SPLITTING to SPLITTING should happen only after the master has set the watch on the znode and we should be sure of that.", ,,,,,,,
HBASE-7558,"HBASE-6068, /hbase/unassigned is not listed as open node
and catalogTracker tries to read from both: RootRegionTracker (/hbase/root-region-server) and MetaNodeTracker (/hbase/unassigned)
Unable to get data of znode /hbase/unassigned/1028785192
org.apache.zookeeper.KeeperException$NoAuthException: KeeperErrorCode = NoAuth for /hbase/unassigned/1028785192",1,1,,,,,,
HBASE-7590,"We will retry 100 times (about 3200 minitues) for HRegionServer#postOpenDeployTasks now, see HConnectionManager#setServerSideHConnectionRetries.

However, 
when we stopping the cluster, we will wait for split threads in  HRegionServer#join,
if META/ROOT server has already been stopped, the split thread won't exit because it is in the retrying for HRegionServer#postOpenDeployTasks
", ,,1,,,,,
HBASE-7634,"The current handling of changes to the region servers in a replication peer cluster is currently quite inefficient. The list of region servers that are being replicated to is only updated if there are a large number of issues encountered while replicating.

This can cause it to take quite a while to recognize that a number of the regionserver in a peer cluster are no longer available. A potentially bigger problem is that if a replication peer cluster is started with a small number of regionservers, and then more region servers are added after replication has started, the additional region servers will never be used for replication (unless there are failures on the in-use regionservers).



Part of the current issue is that the retry code in ReplicationSource#shipEdits checks a randomly-chosen replication peer regionserver (in ReplicationSource#isSlaveDown) to see if it is up after a replication write has failed on a different randonly-chosen replication peer. If the peer is seen as not down, another randomly-chosen peer is used for writing.



A second part of the issue is that changes to the list of region servers in a peer cluster are not detected at all, and are only picked up if a certain number of failures have occurred when trying to ship edits.
", ,,1,,,,,
